authors,title,source,DNA_RNA,DNA,RNA,year,volume_l,filter_size_µm,filter_type,DNA_extr,loci,16S,18S,23S,28S,ITS2,ITS1,cytb,CO1,NADH4,D-loop,12S,rbcL,rrnA,arrA,cbbL,nifH,aprA,rpoC1,pufM,luxA,amoA,mutS,phnD,LSU rDNA,tufA,genome,transcriptome,water,fresh,marine,system,type_organism,id_type,ASV,OTU,Species,max_OTUs,max_ASV,max_spp,max_spp_other,phylum,continent,region,country
"Al, MA; Xue, YY; Xiao, P; Chen, HH; Zhang, CS; Duan, M; Yang, J",DNA metabarcoding reveals the significant influence of anthropogenic effects on microeukaryotic communities in urban waterbodies,ENVIRONMENTAL POLLUTION,DNA,1,0,2021,0.45,<0.22,Polycarbonate,MPFD_kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Urban water body,Non target,OTU,0,1,0,"9,808",NA,NA,NA,>10,Asia,NA,China
"Hii, KS; Mohd-Din, M; Luo, ZH; Tan, SN; Lim, ZF; Lee, L; Leong, SCY; Teng, ST; Gu, HF; Cao, XY; Lim, PT; Leaw, CP",Diverse harmful microalgal community assemblages in the Johor Strait and the environmental effects on its community dynamics,HARMFUL ALGAE,DNA,1,0,2021,NA,<0.22,Nylon,MPT_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Phytoplankton,OTU,0,1,0,26,NA,NA,NA,NA,Asia,Indo-Pacific,Malaysia
"Di Capua, I; Piredda, R; Mazzocchi, MG; Zingone, A",Metazoan diversity and seasonality through eDNA metabarcoding at a Mediterranean long-term ecological research site,ICES JOURNAL OF MARINE SCIENCE,DNA,1,0,2021,3,>1,Cellulose_Esters,QDP_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,1928,NA,NA,NA,>10,Europe,Mediterranean Sea,Italy
"Rios-Castro, R; Romero, A; Aranguren, R; Pallavicini, A; Banchi, E; Novoa, B; Figueras, A",High-Throughput Sequencing of Environmental DNA as a Tool for Monitoring Eukaryotic Communities and Potential Pathogens in a Coastal Upwelling Ecosystem,FRONTIERS IN VETERINARY SCIENCE,DNA,1,0,2021,2,<0.22,NA,QPS_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,"4,069",NA,NA,NA,>10,Europe,Northeast Atlantic,Spain
"Yabuki, A; Kawato, M; Nagano, Y; Tsuchida, S; Yoshida, T; Fujiwara, Y","Structural Comparison of Diplonemid Communities around the Izu Peninsula, Japan",MICROBES AND ENVIRONMENTS,DNA,1,0,2021,15,0.4_1,Polyethersulfone,QPS_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Deep Ocean,Protist,OTU,0,1,0,374,NA,NA,NA,Euglenozoa,Asia,Northwest Pacific,Japan
"Singer, D; Seppey, CVW; Lentendu, G; Dunthorn, M; Bass, D; Belbahri, L; Blandenier, Q; Debroas, D; de Groot, GA; de Vargas, C; Domaizon, I; Duckert, C; Izaguirre, I; Koenig, I; Mataloni, G; Schiaffino, MR; Mitchell, EAD; Geisen, S; Lara, E","Protist taxonomic and functional diversity in soil, freshwater and marine ecosystems",ENVIRONMENT INTERNATIONAL,DNA,1,0,2021,92.5,0.4_1,Polycarbonate,QPS_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fresh, marine",1,1,NA,Protist,OTU,0,1,0,"24,030",NA,NA,NA,>10,"SOTUh America, Europe, Antarctica",NA,"Argentina, France, Netherlands, Antarctica"
"Snyder, RA; Moss, JA; Santoferrara, L; Head, M; Jeffrey, WH",Ciliate microzooplankton from the Northeastern Gulf of Mexico,ICES JOURNAL OF MARINE SCIENCE,DNA,1,0,2021,10,<0.22,Polyethersulfone,QPS_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Protozoan,"OTU, Species",0,1,1,156,NA,13,39,Ciliophora,North America,Northwest Atlantic,USA
"Manning, T; Thilagaraj, AV; Mouradov, D; Piola, R; Grandison, C; Gordon, M; Shimeta, J; Mouradov, A",Diversity of dinoflagellate assemblages in coastal temperate and offshore tropical waters of Australia,BMC ECOLOGY AND EVOLUTION,DNA,1,0,2021,7,0.4_1,Glass_Fiber,CTAB_alt,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Coral reef, Bay",Phytoplankton,Species,0,0,1,NA,NA,454,NA,Dinoflagellata,Oceania,SOTUhwest Pacific,Australia
"Merten, V; Bayer, T; Reusch, TBH; Puebla, O; Fuss, J; Stefanschitz, J; Lischka, A; Hauss, H; Neitzel, P; Piatkowski, U; Czudaj, S; Christiansen, B; Denda, A; Hoving, HJT","An Integrative Assessment Combining Deep-Sea Net Sampling, in situ Observations and Environmental DNA Analysis Identifies Cabo Verde as a Cephalopod Biodiversity Hotspot in the Atlantic Ocean",FRONTIERS IN MARINE SCIENCE,DNA,1,0,2021,2,<0.22,Polyethersulfone,QBT_Kit_alt,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Deep Ocean,Invertebrate,Species,0,0,1,NA,NA,30,14,Mollusca,Africa,Central Atlantic ,Cape Verde
"Bombin, S; Wysor, B; Lopez-Bautista, JM",Assessment of littoral algal diversity from the northern Gulf of Mexico using environmental DNA metabarcoding,JOURNAL OF PHYCOLOGY,DNA,1,0,2021,1.5,<0.22,Cellulose_Nitrate,QDP_kit,23S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,marine,0,1,Coastal Ocean,Algae,Species,0,0,1,NA,NA,66,NA,>10,North America,Northwest Atlantic,USA
"Gleason, JE; Elbrecht, V; Braukmann, TWA; Hanner, RH; Cottenie, K",Assessment of stream macroinvertebrate communities with eDNA is not congruent with tissue-based metabarcoding,MOLECULAR ECOLOGY,DNA,1,0,2021,1.5,>1,Cellulose_Nitrate,CTAB,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,OTU,0,1,0,"5,671",NA,NA,NA,NA,North America,NA,Canada
"Jacobs-Palmer, E; Gallego, R; Cribari, K; Keller, AG; Kelly, RP",Environmental DNA Metabarcoding for Simultaneous Monitoring and Ecological Assessment of Many Harmful Algae,FRONTIERS IN ECOLOGY AND EVOLUTION,DNA,1,0,2021,0.5,0.4_1,Cellulose_Acetate,PCI_alt,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Estuary,Algae,OTU,0,1,0,100,NA,NA,NA,"Bacillariophyta, Dinoflagellata, Haptophytes, Ochrophyta",North America,Northeast Pacific,USA
"Oberprieler, S; Rees, G; Nielsen, D; Shackleton, M; Watson, G; Chandler, L; Davis, J","Connectivity, not short-range endemism, characterises the groundwater biota of a northern Australian karst system",SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2021,0.3,<0.22,Polyvinylidene_difluoride,QPS_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Aquifer,Non target,OTU,0,1,0,115,NA,NA,NA,>10,Oceania,NA,Australia
"Antich, A; Palacin, C; Cebrian, E; Golo, R; Wangensteen, OS; Turon, X",Marine biomonitoring with eDNA: Can metabarcoding of water samples cut it as a tool for surveying benthic communities?,MOLECULAR ECOLOGY,DNA,1,0,2021,1.5,<0.22,Polyethersulfone,QPW_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,"1,412",NA,NA,NA,>10,Europe,Mediterranean Sea,Spain
"Ibabe, A; Miralles, L; Carleos, CE; Soto-Lopez, V; Menendez-Telena, D; Bartolome, M; Montes, HJ; Gonzalez, M; Dopico, E; Garcia-Vazquez, E; Borrell, YJ",Building on gAMBI in ports for a challenging biological invasions scenario: Blue-gNIS as a proof of concept,MARINE ENVIRONMENTAL RESEARCH,DNA,1,0,2021,1,<0.22,Nitrocellulose,QPW_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,51,NA,NA,NA,>10,Europe,Northeast Atlantic,Spain
"Wang, Y; Chen, K; Gao, J; Wang, M; Dong, J; Xie, YW; Giesy, JP; Jin, XW; Wang, BX",Environmental DNA of preservative ethanol performed better than water samples in detecting macroinvertebrate diversity using metabarcoding,DIVERSITY AND DISTRIBUTIONS,DNA,1,0,2021,0.5,0.4_1,Glass_Fiber,SEA_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,OTU,0,1,0,481,NA,NA,NA,"Annelida, Arthropoda, Mollusca, Platyhelminthes",Asia,NA,China
"Valdez-Moreno, M; Mendoza-Carranza, M; Rendon-Hernandez, E; Alarcon-Chavira, E; Elias-Gutierrez, M",DNA Barcodes Applied to a Rapid Baseline Construction in Biodiversity Monitoring for the Conservation of Aquatic Ecosystems in the Sian Ka'an Reserve (Mexico) and Adjacent Areas,DIVERSITY-BASEL,DNA,1,0,2021,0.25,<0.22,NA,SAMD_Plant,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lagoon,Non target,"OTU, Species",0,1,1,"1,037",NA,43,NA,NA,North America,NA,Mexico
"Clarke, LJ; Suter, L; Deagle, BE; Polanowski, AM; Terauds, A; Johnstone, GJ; Stark, JS",Environmental DNA metabarcoding for monitoring metazoan biodiversity in Antarctic nearshore ecosystems,PEERJ,DNA,1,0,2021,2,0.4_1,Polyethersulfone,QPS_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,Species,0,0,1,NA,NA,30,NA,>10,Antarctica,SOTUhern Ocean,Antarctica
"Georges, O; Fernandez, S; Martinez, JL; Garcia-Vazquez, E",DNA metabarcoding illustrates biological pollution threats of Red Sea-Dead Sea water conveyance to Dead Sea biodiversity,MARINE POLLUTION BULLETIN,DNA,1,0,2021,1,<0.22,Polyethersulfone,QPW_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,Species,0,0,1,NA,NA,69,NA,"Arthropoda_ Ascomycota, Bacillariophyta, Bryozoa, Chordata, Cnidaria, Echinodermata, Miozoa, Rhodophyta",Asia,Dead Sea,Jordan
"Garcia-Vazquez, E; Georges, O; Fernandez, S; Ardura, A",eDNA metabarcoding of small plankton samples to detect fish larvae and their preys from Atlantic and Pacific waters,SCIENTIFIC REPORTS,DNA,1,0,2021,6,<0.22,NA,QPW_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Coastal Ocean, Open Ocean",Non target,Species,0,0,1,NA,NA,66,NA,"Amoebozoa, Arthropoda, Bryozoa, Chordata, Cnidaria, Echinodermata, Mollusca, Porifera, Xenacoelomorpha","Europe, Africa, Asia",Global,"Germany, France, Jordan, French Polynesia"
"Ardura, A; Fernandez, S; Haguenauer, A; Planes, S; Garcia-Vazquez, E",Ship-driven biopollution: How aliens transform the local ecosystem diversity in Pacific islands,MARINE POLLUTION BULLETIN,DNA,1,0,2021,3,<0.22,NA,QPW_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Non target,Species,0,0,1,NA,NA,75,NA,>10,Oceania,SOTUh Pacific,French Polynesia
"Gelis, ERE; Kamal, MM; Subhan, B; Bachtiar, I; Sani, LMI; Madduppa, H",Environmental biomonitoring of reef fish community structure with eDNA metabarcoding in the Coral Triangle,ENVIRONMENTAL BIOLOGY OF FISHES,DNA,1,0,2021,4,0.4_1,Paper,ZDM_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Fish,Species,0,0,1,NA,NA,58,NA,Chordata,Asia,Indo-Pacific,Indonesia
"Xie, RL; Zhao, GF; Yang, JH; Wang, ZH; Xu, YP; Zhang, XW; Wang, ZJ",eDNA metabarcoding revealed differential structures of aquatic communities in a dynamic freshwater ecosystem shaped by habitat heterogeneity,ENVIRONMENTAL RESEARCH,DNA,1,0,2021,20,0.4_1,Nylon,QPW_Kit,"COI, 12S",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,OTU,0,1,0,3645,NA,NA,NA,>10,Asia,NA,China
"Holman, LE; de Bruyn, M; Creer, S; Carvalho, G; Robidart, J; Rius, M","Animals, protists and bacteria share marine biogeographic patterns",NATURE ECOLOGY & EVOLUTION,DNA,1,0,2021,0.4,<0.22,Polyethersulfone,QBT_Kit_alt,"COI, 18S",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,ASV,1,0,0,NA,"1,054_COI; 1,433_18S; 2,826_16S",NA,NA,>10,Africa,"SOTUheast Atlantic, Indian Ocean",SOTUh Africa
"Suter, L; Polanowski, AM; Clarke, LJ; Kitchener, JA; Deagle, BE",Capturing open ocean biodiversity: Comparing environmental DNA metabarcoding to the continuous plankton recorder,MOLECULAR ECOLOGY,DNA,1,0,2021,2,0.4_1,Polyethersulfone,MNT_Kit,"COI, 18S",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Coastal Ocean, Open Ocean",Zooplankton,Species,0,0,1,NA,NA,115,NA,>10,Oceania,SOTUhwest Pacific,Australia
"Harper, LR; Handley, LL; Sayer, CD; Read, DS; Benucci, M; Blackman, RC; Hill, MJ; Hanfling, B",Assessing the impact of the threatened crucian carp (Carassius carassius) on pond invertebrate diversity: A comparison of conventional and molecular tools,MOLECULAR ECOLOGY,DNA,1,0,2021,2,0.4_1,Cellulose_Nitrate,QPW_Kit,cytb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Pond,Non target,Species,0,0,1,NA,NA,145,NA,NA,Europe,NA,UK
"Rego, A; Fernandez-Guerra, A; Duarte, P; Assmy, P; Leao, PN; Magalhaes, C",Secondary metabolite biosynthetic diversity in Arctic Ocean metagenomes,MICROBIAL GENOMICS,DNA,1,0,2021,NA,NA,Polyethersulfone,QPW_Kit,Genomic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,328,NA,NA,NA,NA,NA,Arctic Ocean,Norway
"Drummond, JA; Larson, ER; Li, YY; Lodge, DM; Gantz, CA; Pfrender, ME; Renshaw, MA; Correa, AMS; Egan, SP",Diversity Metrics Are Robust to Differences in Sampling Location and Depth for Environmental DNA of Plants in Small Temperate Lakes,FRONTIERS IN ENVIRONMENTAL SCIENCE,DNA,1,0,2021,0.25,>1,Cellulose_Nitrate,PCI,ITS1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Plant,OTU,0,1,0,376,NA,NA,NA,NA,North America,NA,USA
"Fujise, L; Suggett, DJ; Stat, M; Kahlke, T; Bunce, M; Gardner, SG; Goyen, S; Woodcock, S; Ralph, PJ; Seymour, JR; Siboni, N; Nitschke, MR","Unlocking the phylogenetic diversity, primary habitats, and abundances of free-living Symbiodiniaceae on a coral reef",MOLECULAR ECOLOGY,DNA,1,0,2021,10,>1,Polycarbonate,QBT_Kit_alt,ITS2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Phytoplankton,ASV,1,0,0,NA,533,NA,NA,Dinoflagellata,Oceania,SOTUhwest Pacific,Australia
"Yorifuji, M; Yamashita, H; Suzuki, G; Kawasaki, T; Tsukamoto, T; Okada, W; Tamura, K; Nakamura, R; Inoue, M; Yamazaki, M; Harii, S",Unique environmental Symbiodiniaceae diversity at an isolated island in the northwestern Pacific,MOLECULAR PHYLOGENETICS AND EVOLUTION,DNA,1,0,2021,2,0.4_1,Polycarbonate,BEM,ITS2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Phytoplankton,OTU,0,1,0,120,NA,NA,NA,Dinoflagellata,Asia,Northwest Pacific,Japan
"Dai, SQ; Bai, MJ; Jia, H; Xian, WW; Zhang, H",An Assessment of Seasonal Differences in Fish Populations in Laizhou Bay Using Environmental DNA and Conventional Resource Survey Techniques,FISHES,DNA,1,0,2022,1,<0.22,Polyethersulfone,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Fish,"ASV, Species",1,0,1,NA,NA,47,11,Chordata,Asia,Northwest Pacific,China
"Dunn, N; Savolainen, V; Weber, S; Andrzejaczek, S; Carbone, C; Curnick, D",Elasmobranch diversity across a remote coral reef atoll revealed through environmental DNA metabarcoding,,DNA,1,0,2022,1,<0.22,Polyethersulfone,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Fish,"ASV, Species",1,0,1,NA,231,166,NA,Chordata,Asia,Indian Ocean,Chagos Archipelago
"Cananzi, G; Gregori, I; Martino, F; Li, TS; Boscari, E; Camatti, E; Congiu, L; Marino, IAM; Pansera, M; Schroeder, A; Zane, L",Environmental DNA metabarcoding reveals spatial and seasonal patterns in the fish community in the Venice Lagoon,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2022,10,">1, 0.4_1","Glass_Fiber, Cellulose_Acetate",QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Lagoon,Fish,"ASV, Species",1,0,1,NA,"1,289",54,NA,Chordata,Europe,Mediterranean Sea,Italy
"Tsuji, S., Inui, R., Nakao, R., Miyazono, S., Saito, M., Kono, T. and Akamatsu, Y.",Quantitative environmental DNA metabarcoding shows high potential as a novel approach to quantitatively assess fish community,SCIENTIFIC REPORTS,DNA,1,0,2022,1,0.4_1,Glass_Fiber,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,NA,0,0,0,NA,NA,NA,NA,Chordata,Asia,NA,Japan
"Zhang, S; Zheng, YT; Zhan, AB; Dong, CX; Zhao, JD; Yao, M",Environmental DNA captures native and non-native fish community variations across the lentic and lotic systems of a megacity,,DNA,1,0,2022,1,>1,Cellulose_Esters,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,OTU,0,1,0,75,NA,NA,NA,Chordata,Asia,NA,China
"Durand, JD; Simier, M; Tran, NT; Grudpan, C; Chan, BY; Nguyen, BNL; Hoang, HD; Panfili, J",Fish Diversity along the Mekong River and Delta Inferred by Environmental-DNA in a Period of Dam Building and Downstream Salinization,DIVERSITY-BASEL,DNA,1,0,2022,5,<0.22,Polyethersulfone,NA,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fresh, marine",1,1,"River, Estuary",Fish,"OTU, Species",0,1,1,287,NA,150,NA,Chordata,Asia,Indo-Pacific,"Thailand, Laos, Cambodia, Vietnam"
"Jia, H; Zhang, H; Xian, WW",Fish Diversity Monitored by Environmental DNA in the Yangtze River Mainstream,,DNA,1,0,2022,1,<0.22,Polyethersulfone,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,"OTU, Species",0,1,1,NA,NA,13,NA,Chordata,Asia,NA,China
"Li, CW; Long, H; Yang, SL; Zhang, Y; Tang, FH; Jin, WG; Wang, GL; Chang, WD; Pi, Y; Gao, L; Ma, LB; Zhao, M; Zheng, HF; Gong, Y; Liu, Y; Jiang, KJ","eDNA assessment of pelagic fish diversity, distribution, and abundance in the central Pacific Ocean",REGIONAL STUDIES IN MARINE SCIENCE,DNA,1,0,2022,2,0.4_1,Cellulose,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,"OTU, Species",0,1,1,"1,236",NA,73,NA,Chordata,NA,SOTUh Pacific,"Kiribati, Tuvalu"
"Li, H; Yang, F; Zhang, R; Liu, SG; Yang, ZJ; Lin, LS; Ye, SZ",Environmental DNA metabarcoding of fish communities in a small hydropower dam reservoir: a comparison between the eDNA approach and established fishing methods,JOURNAL OF FRESHWATER ECOLOGY,DNA,1,0,2022,0.8,0.4_1,Cellulose_Esters,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Reservoir,Fish,"OTU, Species",0,1,1,24,NA,14,16,Chordata,Asia,NA,China
"Cantera, I; Decotte, JB; Dejean, T; Murienne, J; Vigouroux, R; Valentini, A; Brosse, S",Characterizing the spatial signal of environmental DNA in river systems using a community ecology approach,,DNA,1,0,2022,34,0.4_1,NA,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,"OTU, Species",0,1,1,NA,NA,160,94,Chordata,SOTUh America,NA,French Guiana
"Shu, L; Chen, SJ; Li, P; Peng, ZG",Environmental DNA Metabarcoding Reflects Fish DNA Dynamics in Lentic Ecosystems: A Case Study of Freshwater Ponds,FISHES,DNA,1,0,2022,1,0.4_1,Cellulose_Esters,QPW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Pond,Fish,"OTU, Species",0,1,1,103,NA,14,NA,Chordata,Asia,NA,China
"Ma, XH; Yang, HW; Zhong, X; Zeng, P; Zhou, XJ; Zeng, S; Dong, XH; Min, WW; Huang, FJ","eDNA Metabarcoding Analysis of the Composition and Spatial Patterns of Fish Communities in the Sanbanxi Reservoir, China",SUSTAINABILITY,DNA,1,0,2022,1,0.4_1,NA,QPW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Reservoir,Fish,"OTU, Species",0,1,1,648,NA,48,NA,Chordata,Asia,NA,China
"He, WL; Xu, DP; Liang, YD; Ren, L; Fang, DA",Using eDNA to assess the fish diversity and spatial characteristics in the Changjiang River-Shijiu Lake connected system,ECOLOGICAL INDICATORS,DNA,1,0,2022,1,0.4_1,Cellulose_Esters,SDO_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,"River, Lake",Fish,"OTU, Species",0,1,1,156,NA,34,NA,Chordata,Asia,NA,China
"Pont, D; Meulenbroek, P; Bammer, V; Dejean, T; Eros, T; Jean, P; Lenhardt, M; Nagel, C; Pekarik, L; Schabuss, M; Stoeckle, BC; Stoica, E; Zornig, H; Weigand, A; Valentini, A",Quantitative monitoring of diverse fish communities on a large scale combining eDNA metabarcoding and qPCR,MOLECULAR ECOLOGY RESOURCES,DNA,1,0,2022,28.73,0.4_1,NA,MNS_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,48,NA,Chordata,Europe,NA,Hungary
"Suzuki, J; Nakano, D; Kobayashi, S",Characteristics of diurnal and seasonal changes in fish detection patterns using environmental DNA metabarcoding in a mountain stream,,DNA,1,0,2022,0.4,0.4_1,Glass_Fiber,MPB_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,22,NA,Chordata,Asia,NA,Japan
"Golpour, A; Smejkal, M; Cech, M; dos Santos, RA; Souza, AT; Juza, T; Martinez, C; Barton, D; Vasek, M; Drastik, V; Kolarik, T; Kocvara, L; Riha, M; Peterka, J; Blabolil, P","Similarities and Differences in Fish Community Composition Accessed by Electrofishing, Gill Netting, Seining, Trawling, and Water eDNA Metabarcoding in Temperate Reservoirs",FRONTIERS IN ECOLOGY AND EVOLUTION,DNA,1,0,2022,1,NA,NA,Mu-DNA,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Reservoir,Fish,Species,0,0,1,NA,NA,44,34,Chordata,Europe,NA,Czech Republic
"Blabolil, P; Griffiths, NP; Hanfling, B; Juza, T; Drastik, V; Knezevic-Jaric, J; dos Santos, R; Mrkvicka, T; Peterka, J","The true picture of environmental DNA, a case study in harvested fishponds",ECOLOGICAL INDICATORS,DNA,1,0,2022,0.5,0.4_1,Cellulose_Esters,MUW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Pond,Fish,Species,0,0,1,NA,NA,32,18,Chordata,Europe,NA,Czech Republic
"Zhou, S; Fan, CR; Xia, HM; Zhang, J; Yang, W; Ji, DJ; Wang, L; Chen, L; Liu, NN",Combined Use of eDNA Metabarcoding and Bottom Trawling for the Assessment of Fish Biodiversity in the Zhoushan Sea,,DNA,1,0,2022,1,0.4_1,Cellulose_Esters,OMB_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Fish,Species,0,0,1,NA,NA,94,63,Chordata,Asia,Northwest Pacific,China
"Momota, K; Hosokawa, S; Komuro, T",Small-scale heterogeneity of fish diversity evaluated by environmental DNA analysis in eelgrass beds,MARINE ECOLOGY PROGRESS SERIES,DNA,1,0,2022,2,0.4_1,Polyethersulfone,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Fish,Species,0,0,1,NA,NA,70,NA,Chordata,Asia,Northwest Pacific,Japan
